name_of_university,year_of_education,type_of_university,city,onlisans_male,onlisans_female,lisans_male,lisans_female,master_male,master_female,doctorate_male,doctorate_female,total_male,total_female,total_total
UFUK UNIVERSITESI,2016-2015,VAKIF,ANKARA,508,633,809,1398,402,267,2,4,1721,2302,4023
UFUK UNIVERSITESI,2015-2014,VAKIF,ANKARA,331,478,667,1205,334,262,1,2,1333,1947,3280
ULUDAG UNIVERSITESI,2018-2017,DEVLET,BURSA,13115,8607,20804,21348,3576,3429,1185,780,38680,34164,72844
ULUDAG UNIVERSITESI,2017-2016,DEVLET,BURSA,12639,8417,19478,20586,3229,2984,982,660,36328,32647,68975
ULUDAG UNIVERSITESI,2016-2015,DEVLET,BURSA,10598,7186,18572,20104,2479,2285,852,589,32501,30164,62665
ULUDAG UNIVERSITESI,2015-2014,DEVLET,BURSA,10591,7269,17273,19951,1954,1734,775,509,30593,29463,60056
ULUSLARARASI ANTALYA UNIVERSITESI,2017-2016,VAKIF,ANTALYA,0,0,1237,1039,104,20,0,0,1341,1059,2400
ULUSLARARASI ANTALYA UNIVERSITESI,2016-2015,VAKIF,ANTALYA,0,0,1102,870,128,30,0,0,1230,900,2130
ULUSLARARASI ANTALYA UNIVERSITESI,2015-2014,VAKIF,ANTALYA,0,0,863,587,148,49,0,0,1011,636,1647
USAK UNIVERSITESI,2019-2018,DEVLET,USAK,3633,3017,11162,10044,841,645,111,64,15747,13770,29517
USAK UNIVERSITESI,2018-2017,DEVLET,USAK,4433,3332,10831,10010,1847,1086,132,60,17243,14488,31731
USAK UNIVERSITESI,2017-2016,DEVLET,USAK,4285,3298,9958,9350,1725,959,106,48,16074,13655,29729
USAK UNIVERSITESI,2016-2015,DEVLET,USAK,3873,3011,8597,8017,1298,758,99,41,13867,11827,25694
USAK UNIVERSITESI,2015-2014,DEVLET,USAK,3216,2683,6272,6709,962,604,70,30,10520,10026,20546
USKUDAR UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,2276,4047,3108,6350,946,2150,26,80,6356,12627,18983
USKUDAR UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,2064,3706,2352,5555,888,1650,13,42,5317,10953,16270
USKUDAR UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,2137,3698,1639,4326,552,1080,3,7,4331,9111,13442
USKUDAR UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,1911,3116,1078,2860,298,731,1,0,3288,6707,9995
USKUDAR UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,1255,2097,555,1609,256,549,0,0,2066,4255,6321
VAN YUZUNCU YIL UNIVERSITESI,2019-2018,DEVLET,VAN,3855,2715,8319,7266,2991,1278,413,161,15578,11420,26998
YALOVA UNIVERSITESI,2019-2018,DEVLET,YALOVA,2987,2569,3195,3010,503,309,107,80,6792,5968,12760
YALOVA UNIVERSITESI,2018-2017,DEVLET,YALOVA,3481,2948,3168,3062,794,364,117,82,7560,6456,14016
YALOVA UNIVERSITESI,2017-2016,DEVLET,YALOVA,3418,2862,3114,3101,1063,452,114,60,7709,6475,14184
YALOVA UNIVERSITESI,2016-2015,DEVLET,YALOVA,2968,2619,2911,2936,996,432,109,50,6984,6037,13021
YALOVA UNIVERSITESI,2015-2014,DEVLET,YALOVA,2394,2275,2570,2632,858,403,74,37,5896,5347,11243
YASAR UNIVERSITESI,2019-2018,VAKIF,IZMIR,765,577,3964,4190,348,397,94,88,5171,5252,10423
YASAR UNIVERSITESI,2018-2017,VAKIF,IZMIR,795,702,4089,4298,395,441,94,80,5373,5521,10894
YASAR UNIVERSITESI,2017-2016,VAKIF,IZMIR,788,702,3817,4124,520,560,67,86,5192,5472,10664
YASAR UNIVERSITESI,2016-2015,VAKIF,IZMIR,676,512,3080,3127,525,600,62,76,4343,4315,8658
YASAR UNIVERSITESI,2015-2014,VAKIF,IZMIR,523,419,2607,2725,546,572,69,64,3745,3780,7525
YEDITEPE UNIVERSITESI,2019-2018,VAKIF,ISTANBUL,0,0,9156,10677,1654,2374,612,592,11422,13643,25065
YEDITEPE UNIVERSITESI,2018-2017,VAKIF,ISTANBUL,0,0,9156,10629,2194,2742,685,542,12035,13913,25948
YEDITEPE UNIVERSITESI,2017-2016,VAKIF,ISTANBUL,0,0,8856,10665,2420,2798,683,507,11959,13970,25929
YEDITEPE UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,0,0,8817,11127,1868,2146,641,479,11326,13752,25078
YEDITEPE UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,0,0,7751,9706,1644,1872,612,441,10007,12019,22026
YENI YUZYIL UNIVERSITESI,2016-2015,VAKIF,ISTANBUL,819,887,2185,2516,684,342,0,0,3688,3745,7433
YENI YUZYIL UNIVERSITESI,2015-2014,VAKIF,ISTANBUL,569,541,1953,2066,590,306,0,0,3112,2913,6025
YILDIRIM BEYAZIT UNIVERSITESI,2016-2015,DEVLET,ANKARA,26,37,3576,4620,1330,745,535,280,5467,5682,11149
YILDIRIM BEYAZIT UNIVERSITESI,2015-2014,DEVLET,ANKARA,0,0,2624,3601,1113,713,434,228,4171,4542,8713
YILDIZ TEKNIK UNIVERSITESI,2019-2018,DEVLET,ISTANBUL,97,57,15329,9808,3671,3125,1326,1026,20423,14016,34439
YILDIZ TEKNIK UNIVERSITESI,2018-2017,DEVLET,ISTANBUL,592,324,15131,9445,4719,3341,1462,999,21904,14109,36013
YILDIZ TEKNIK UNIVERSITESI,2017-2016,DEVLET,ISTANBUL,671,375,14910,8970,4904,3308,1493,934,21978,13587,35565
YILDIZ TEKNIK UNIVERSITESI,2016-2015,DEVLET,ISTANBUL,816,469,15042,9070,4405,3046,1345,836,21608,13421,35029
YILDIZ TEKNIK UNIVERSITESI,2015-2014,DEVLET,ISTANBUL,1112,669,15380,8904,3639,2577,1163,735,21294,12885,34179
YOZGAT BOZOK UNIVERSITESI,2019-2018,DEVLET,YOZGAT,4282,2576,5531,5583,656,336,35,9,10504,8504,19008
YUKSEK IHTISAS UNIVERSITESI,2019-2018,VAKIF,ANKARA,43,155,182,438,0,2,0,0,225,595,820
YUKSEK IHTISAS UNIVERSITESI,2018-2017,VAKIF,ANKARA,20,78,131,309,0,3,0,0,151,390,541
YUKSEK IHTISAS UNIVERSITESI,2017-2016,VAKIF,ANKARA,10,31,78,180,0,0,0,0,88,211,299
YUZUNCU YIL UNIVERSITESI,2018-2017,DEVLET,VAN,4659,2815,8339,7314,4464,1255,351,136,17813,11520,29333
YUZUNCU YIL UNIVERSITESI,2017-2016,DEVLET,VAN,5121,2953,8586,7248,4098,1173,242,99,18047,11473,29520
YUZUNCU YIL UNIVERSITESI,2016-2015,DEVLET,VAN,4970,2762,8763,6956,3517,1115,202,87,17452,10920,28372
YUZUNCU YIL UNIVERSITESI,2015-2014,DEVLET,VAN,4426,2486,8457,6369,2434,875,251,95,15568,9825,25393
ZIRVE UNIVERSITESI,2016-2015,VAKIF,GAZIANTEP,231,316,2938,3312,1439,379,65,19,4673,4026,8699
ZIRVE UNIVERSITESI,2015-2014,VAKIF,GAZIANTEP,152,172,2706,2790,1358,366,58,18,4274,3346,7620
ZONGULDAK BULENT ECEVIT UNIVERSITESI,2019-2018,DEVLET,ZONGULDAK,5921,5007,10260,10103,1238,944,149,94,17568,16148,33716
